x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,'symbol'
0.33236265182495117,0.5515822768211365,-2.598592674374345e-09,0.3765541911125183,0.535601794719696,-0.030677268281579018,0.403015673160553,0.46754515171051025,-0.047827303409576416,0.39367756247520447,0.4034818410873413,-0.06251741945743561,0.3845154047012329,0.36792710423469543,-0.07450494170188904,0.4044157862663269,0.41544055938720703,-0.037456657737493515,0.4076556861400604,0.36837658286094666,-0.055797725915908813,0.3998396396636963,0.4012899100780487,-0.05302765592932701,0.3934919834136963,0.4329237639904022,-0.0498274490237236,0.36598095297813416,0.4083102345466614,-0.03774839639663696,0.3662571609020233,0.35428449511528015,-0.0666322112083435,0.3643972873687744,0.4124433398246765,-0.06538347154855728,0.36480021476745605,0.4461783468723297,-0.057001374661922455,0.3317020535469055,0.4155489504337311,-0.042147327214479446,0.3285748362541199,0.3865448534488678,-0.07250294834375381,0.33712148666381836,0.45027992129325867,-0.07139047235250473,0.3441104590892792,0.47892704606056213,-0.06227516010403633,0.2996511161327362,0.43309086561203003,-0.049431003630161285,0.30193257331848145,0.4162796139717102,-0.06911242753267288,0.3128511309623718,0.4592902660369873,-0.07072493433952332,0.321236252784729,0.47723788022994995,-0.06650935113430023,T
0.32973870635032654,0.5529426336288452,-3.8493364051817025e-09,0.3740541934967041,0.53338623046875,-0.025758950039744377,0.4000912010669708,0.4676699638366699,-0.04124931991100311,0.39267972111701965,0.4058840870857239,-0.05522521585226059,0.38577544689178467,0.37006086111068726,-0.06664317101240158,0.403999000787735,0.415038526058197,-0.03357517719268799,0.4086894094944,0.3682461380958557,-0.05002220720052719,0.40073642134666443,0.40317848324775696,-0.046918101608753204,0.3951142728328705,0.4360392689704895,-0.04373984411358833,0.36592909693717957,0.40876615047454834,-0.03562702611088753,0.3670288324356079,0.3563688397407532,-0.06283313035964966,0.36445319652557373,0.4106457829475403,-0.06211058422923088,0.365386962890625,0.4430999457836151,-0.05476859211921692,0.33196955919265747,0.4160969853401184,-0.040905971080064774,0.32959577441215515,0.3896476626396179,-0.0684141293168068,0.33774229884147644,0.4488462805747986,-0.06666480749845505,0.3455817699432373,0.47710445523262024,-0.058154813945293427,0.3003382682800293,0.43291863799095154,-0.04879945144057274,0.30283424258232117,0.4175666570663452,-0.06571099907159805,0.31286072731018066,0.45870986580848694,-0.06619558483362198,0.3216339647769928,0.47821757197380066,-0.061963606625795364,T
0.3285391330718994,0.5549823641777039,-3.4462790399203413e-09,0.3727356195449829,0.5349765419960022,-0.02704836241900921,0.3990738093852997,0.46892017126083374,-0.04384966194629669,0.392050564289093,0.4063871204853058,-0.059060871601104736,0.38600972294807434,0.3694106936454773,-0.0713561400771141,0.4026569128036499,0.41417035460472107,-0.03476107120513916,0.40823057293891907,0.36768263578414917,-0.05177246034145355,0.40004223585128784,0.4054383933544159,-0.048283807933330536,0.39443570375442505,0.43707284331321716,-0.04494902119040489,0.364219069480896,0.4081129729747772,-0.036932844668626785,0.36674562096595764,0.3548632562160492,-0.06493780016899109,0.3641069531440735,0.4110698103904724,-0.06325716525316238,0.3650396466255188,0.43990394473075867,-0.054968420416116714,0.33011865615844727,0.4156179130077362,-0.04262567311525345,0.3293869197368622,0.3882986009120941,-0.07108832895755768,0.33759456872940063,0.4500431716442108,-0.06828612834215164,0.3446791172027588,0.4763294458389282,-0.05864333361387253,0.298196405172348,0.43250682950019836,-0.051002927124500275,0.3025476038455963,0.4161509573459625,-0.06843576580286026,0.3129402995109558,0.45892953872680664,-0.0683383196592331,0.32104164361953735,0.4774170517921448,-0.06342130154371262,T
0.32743147015571594,0.5551248788833618,-3.5519915897452847e-09,0.37164098024368286,0.5345331430435181,-0.02607605792582035,0.3985777199268341,0.4689343571662903,-0.042638059705495834,0.39121270179748535,0.4066511392593384,-0.05779547989368439,0.3837105333805084,0.37041065096855164,-0.0700187161564827,0.40234509110450745,0.41379326581954956,-0.03524784371256828,0.4082736372947693,0.3669595718383789,-0.0524618960916996,0.3999730348587036,0.40489691495895386,-0.048946838825941086,0.3949449360370636,0.43649354577064514,-0.045558419078588486,0.36390677094459534,0.40740033984184265,-0.0379803404211998,0.3667600452899933,0.3537599742412567,-0.06628888100385666,0.36366280913352966,0.41071462631225586,-0.06437622755765915,0.36478304862976074,0.43992722034454346,-0.05586749315261841,0.32971400022506714,0.4144095480442047,-0.04405326396226883,0.32986700534820557,0.3866179883480072,-0.07235628366470337,0.33782854676246643,0.44854241609573364,-0.06897658854722977,0.3449661433696747,0.4755999445915222,-0.05900736525654793,0.2978261709213257,0.43092095851898193,-0.05279475823044777,0.3026531934738159,0.41470932960510254,-0.06969833374023438,0.31310486793518066,0.4570627212524414,-0.06913309544324875,0.3214654326438904,0.4757044017314911,-0.06397808343172073,T
0.3265461325645447,0.555395781993866,-3.4707579033010916e-09,0.37129053473472595,0.5349956750869751,-0.02613263949751854,0.3981940746307373,0.46920788288116455,-0.042548708617687225,0.3907717168331146,0.4064341187477112,-0.0575784407556057,0.3836571276187897,0.3700087070465088,-0.06962072849273682,0.40216460824012756,0.4145140051841736,-0.0339558906853199,0.40756604075431824,0.3671141266822815,-0.05058662220835686,0.39948198199272156,0.4053996503353119,-0.04684728384017944,0.39431828260421753,0.4372714161872864,-0.04336827993392944,0.36357083916664124,0.4080057740211487,-0.03649497032165527,0.36604413390159607,0.3541942238807678,-0.06413321197032928,0.36322128772735596,0.41051340103149414,-0.06229365989565849,0.3640177249908447,0.4393596947193146,-0.0539141483604908,0.3293357193470001,0.4147535264492035,-0.04242231696844101,0.3292892277240753,0.3872922658920288,-0.07022109627723694,0.3374280631542206,0.44915974140167236,-0.0670280009508133,0.34418755769729614,0.47567448019981384,-0.05722881481051445,0.2973872423171997,0.43082720041275024,-0.051026903092861176,0.30253857374191284,0.41427722573280334,-0.06759730726480484,0.3128869831562042,0.45699697732925415,-0.0670059323310852,0.3205949068069458,0.47568297386169434,-0.061871692538261414,T
0.327134370803833,0.5556763410568237,-3.6777951795130548e-09,0.3714863061904907,0.5349081754684448,-0.026386702433228493,0.3979513645172119,0.4695429503917694,-0.043497439473867416,0.3912467658519745,0.40709713101387024,-0.05938376858830452,0.3852033317089081,0.3697163760662079,-0.07238266617059708,0.4012286067008972,0.41418173909187317,-0.03449918329715729,0.4074311852455139,0.3676963448524475,-0.052059683948755264,0.39967745542526245,0.40494197607040405,-0.04903220757842064,0.39445894956588745,0.4363309442996979,-0.045957013964653015,0.363101989030838,0.40777429938316345,-0.03736726939678192,0.36617016792297363,0.3534846901893616,-0.06617510318756104,0.3631146550178528,0.4099116027355194,-0.06482887268066406,0.3635760545730591,0.4397783875465393,-0.05662329122424126,0.329088032245636,0.4145200848579407,-0.04370387643575668,0.33004558086395264,0.3868257999420166,-0.07263888418674469,0.33762893080711365,0.449102520942688,-0.06952834129333496,0.3437560796737671,0.47659313678741455,-0.059593990445137024,0.2969834804534912,0.43064987659454346,-0.05277121439576149,0.30257758498191833,0.4138374924659729,-0.07030156254768372,0.31285062432289124,0.45682454109191895,-0.06981590390205383,0.3204346001148224,0.4761350750923157,-0.06461026519536972,T
0.32711106538772583,0.5552663803100586,-3.6443894568805035e-09,0.3721017837524414,0.5344349145889282,-0.025315886363387108,0.398548424243927,0.4695441424846649,-0.04156789556145668,0.3916526138782501,0.4075433611869812,-0.056725744158029556,0.38547754287719727,0.3711467385292053,-0.06903992593288422,0.40182602405548096,0.41391536593437195,-0.03235909342765808,0.4070543348789215,0.3672890365123749,-0.04889871925115585,0.39966630935668945,0.40363025665283203,-0.04554099217057228,0.39482128620147705,0.4351866841316223,-0.04225621744990349,0.3637464642524719,0.4077872335910797,-0.03529191389679909,0.36592045426368713,0.35418203473091125,-0.06278356164693832,0.3631441593170166,0.4100600481033325,-0.06125003471970558,0.36370977759361267,0.44032081961631775,-0.053052060306072235,0.3296625316143036,0.414646714925766,-0.04160923510789871,0.3300163149833679,0.3867417871952057,-0.06938304752111435,0.337736040353775,0.4482377767562866,-0.06628265231847763,0.3439367711544037,0.47568386793136597,-0.05656411126255989,0.29744893312454224,0.430722177028656,-0.05058284103870392,0.30274778604507446,0.41395342350006104,-0.0672188550233841,0.3129828870296478,0.45673561096191406,-0.06654388457536697,0.3204396367073059,0.4761470854282379,-0.061348576098680496,T
0.32619377970695496,0.5557926893234253,-3.324012176619817e-09,0.37075579166412354,0.5356683135032654,-0.02629128098487854,0.3979488015174866,0.4694898724555969,-0.043148595839738846,0.39128538966178894,0.40697595477104187,-0.058606091886758804,0.3846982717514038,0.3706650733947754,-0.07100656628608704,0.40115422010421753,0.41400617361068726,-0.035022005438804626,0.40627434849739075,0.3668850064277649,-0.05218388885259628,0.39844202995300293,0.4072534143924713,-0.0484706312417984,0.3937486708164215,0.4386036992073059,-0.044993553310632706,0.3629107177257538,0.4079051911830902,-0.03767596185207367,0.36568719148635864,0.3550102710723877,-0.06573734432458878,0.362925261259079,0.4132801294326782,-0.06334581971168518,0.3638131618499756,0.4401426613330841,-0.05448728799819946,0.3289489448070526,0.4148213863372803,-0.04375278204679489,0.32909026741981506,0.38652870059013367,-0.07191800326108932,0.3371976315975189,0.44956862926483154,-0.06804165989160538,0.34366413950920105,0.4750894606113434,-0.057709842920303345,0.2972080409526825,0.4306148588657379,-0.05250303074717522,0.30206942558288574,0.4137469232082367,-0.06906891614198685,0.31239908933639526,0.4570559859275818,-0.0680648535490036,0.31985509395599365,0.4750174880027771,-0.06263070553541183,T
0.325252890586853,0.5544779896736145,-3.5528127106942975e-09,0.3701217472553253,0.5345956087112427,-0.026336828246712685,0.3975111246109009,0.46976059675216675,-0.042897917330265045,0.39070844650268555,0.4074709713459015,-0.05805227532982826,0.3839421272277832,0.37115907669067383,-0.07018393278121948,0.4013844430446625,0.41416388750076294,-0.0339539609849453,0.4062792658805847,0.3670949935913086,-0.05101641267538071,0.398265540599823,0.40485405921936035,-0.04757161810994148,0.39373892545700073,0.43608856201171875,-0.044209111481904984,0.36320173740386963,0.4078044593334198,-0.03641563653945923,0.36520856618881226,0.35477492213249207,-0.06452437490224838,0.362150639295578,0.41195255517959595,-0.06275317072868347,0.3633708357810974,0.4402849078178406,-0.05425387620925903,0.32932353019714355,0.41453269124031067,-0.042350269854068756,0.32843342423439026,0.3866020143032074,-0.07079730927944183,0.3361683487892151,0.4493715465068817,-0.06756837666034698,0.3432707190513611,0.47585389018058777,-0.05755271390080452,0.29761892557144165,0.4302908480167389,-0.0509725883603096,0.3013657033443451,0.41380926966667175,-0.06795591861009598,0.3114718496799469,0.45702463388442993,-0.06736355274915695,0.3195990324020386,0.4756750762462616,-0.062125302851200104,T
0.32571735978126526,0.5550368428230286,-3.5499272410532967e-09,0.37050896883010864,0.5350778698921204,-0.027084719389677048,0.39729347825050354,0.46996092796325684,-0.044126689434051514,0.3897549510002136,0.4080757796764374,-0.05961689352989197,0.383012980222702,0.3719940781593323,-0.07214570045471191,0.40084436535835266,0.41450953483581543,-0.03539874777197838,0.40576666593551636,0.36717236042022705,-0.05292248725891113,0.39758020639419556,0.4054652750492096,-0.04986632615327835,0.39260244369506836,0.4378606081008911,-0.046788569539785385,0.36240044236183167,0.40846845507621765,-0.03765815868973732,0.36434948444366455,0.3553808927536011,-0.06608773022890091,0.3617570400238037,0.4119780361652374,-0.06482820957899094,0.3631313741207123,0.44135236740112305,-0.0568963997066021,0.32836493849754333,0.4157971739768982,-0.043409012258052826,0.3271433711051941,0.3880697786808014,-0.07213082909584045,0.33527541160583496,0.45043057203292847,-0.06951095163822174,0.34278929233551025,0.47768643498420715,-0.06008053198456764,0.29661640524864197,0.432217001914978,-0.05189758539199829,0.3001212179660797,0.41612276434898376,-0.06947270780801773,0.310443639755249,0.45928168296813965,-0.06942550837993622,0.31904131174087524,0.47851330041885376,-0.06463813781738281,T
